'Number on Nodes Backbone', 'Ratio nodes adaptive', 'Di', 'avg degree bb, 'avg degree. c', 'avg_err'
25,0.9500000000000003,4,5.28,1.3846153846153846,0.3575676578682957
22,1.0000000000000002,4,5.181818181818182,0.5454545454545454,0.34544364846360515
41,0.0,3,5.560975609756097,0.0,0.34444295332956243
40,0.05,3,5.55,0.0,0.339427970898503
26,0.1,3,5.3076923076923075,0.5714285714285714,0.34384929827013133
44,0.15000000000000002,3,5.590909090909091,0.3333333333333333,0.3454788301410991
41,0.2,3,5.560975609756097,0.2222222222222222,0.3584309539510076
36,0.25,3,5.5,0.6666666666666666,0.3145126389344602
30,0.3,3,5.4,0.8,0.36935980017867803
38,0.35,3,5.526315789473684,0.08695652173913043,0.32866219496557697
36,0.39999999999999997,3,5.5,0.0,0.3291019695653313
28,0.44999999999999996,3,5.357142857142857,0.6,0.3896665921028096
35,0.49999999999999994,3,5.485714285714286,0.0,0.35178444719178203
26,0.5499999999999999,3,5.3076923076923075,0.26666666666666666,0.3639352557036801
25,0.6,3,5.28,0.3333333333333333,0.3191085007550268
32,0.65,3,5.4375,0.21052631578947367,0.3485213792918603
38,0.7000000000000001,3,5.526315789473684,0.16666666666666666,0.35711182214275317
34,0.7500000000000001,3,5.470588235294118,0.19047619047619047,0.3476744849563337
38,0.8000000000000002,3,5.526315789473684,0.08695652173913043,0.34084104202859694
30,0.8500000000000002,3,5.4,0.23529411764705882,0.33379507565238853
27,0.9000000000000002,3,5.333333333333333,0.23529411764705882,0.3592783231491435
41,0.9500000000000003,3,5.560975609756097,0.16,0.3342590407618971
43,1.0000000000000002,3,5.5813953488372094,0.14814814814814814,0.3446264563766858
14,0.0,3,4.714285714285714,1.6,0.37939236916484925
16,0.01,3,4.875,1.6,0.37497633771102706
21,0.02,3,5.142857142857143,0.18181818181818182,0.3544606343110441
18,0.03,3,5.0,0.0,0.353880837733141
20,0.04,3,5.1,0.75,0.35100147752146477
17,0.05,3,4.9411764705882355,0.0,0.36156752027337336
29,0.060000000000000005,3,5.379310344827586,0.2,0.3650382765807091
20,0.0,3,5.1,0.0,0.3713824398922146
20,0.01,3,5.1,0.0,0.36981719761123705
20,0.02,3,5.1,1.1428571428571428,0.3769291851105309
20,0.03,3,5.1,0.0,0.3649811579707258
20,0.04,3,5.1,0.0,0.3441359612887087
20,0.05,3,5.1,0.0,0.363064676676361
20,0.060000000000000005,3,5.1,0.0,0.3412391649578354
20,0.07,3,5.1,0.0,0.34064293595294787
20,0.08,3,5.1,0.0,0.3399266754867283
20,0.09,3,5.1,1.0,0.351479532502282
20,0.09999999999999999,3,5.1,1.3333333333333333,0.3826189481837229
20,0.10999999999999999,3,5.1,0.18181818181818182,0.3546915247415639
20,0.11999999999999998,3,5.1,0.0,0.3468384298186177
20,0.12999999999999998,3,5.1,0.6666666666666666,0.36362335720258143
20,0.13999999999999999,3,5.1,1.1111111111111112,0.3336955664213357
20,0.15,3,5.1,0.6666666666666666,0.36857846339950595
20,0.16,3,5.1,1.4285714285714286,0.3824154759247719
20,0.17,3,5.1,0.8333333333333334,0.3674181660664264
20,0.18000000000000002,3,5.1,1.6666666666666667,0.3674914504854182
20,0.19000000000000003,3,5.1,0.5714285714285714,0.36538252186315234
20,0.20000000000000004,3,5.1,0.36363636363636365,0.32524761866993374
20,0.21000000000000005,3,5.1,0.7142857142857143,0.3841367307545562
20,0.22000000000000006,3,5.1,0.0,0.3495879044738062
20,0.23000000000000007,3,5.1,0.8,0.3664670925968539
20,0.24000000000000007,3,5.1,1.0909090909090908,0.33044851779651596
20,0.25000000000000006,3,5.1,0.6153846153846154,0.3784380922618926
20,0.26000000000000006,3,5.1,0.5454545454545454,0.34768956725427475
20,0.2700000000000001,3,5.1,0.7692307692307693,0.3412807449778335
20,0.2800000000000001,3,5.1,0.9333333333333333,0.37634132202370174
20,0.2900000000000001,3,5.1,0.3333333333333333,0.34391683535440637
20,0.3000000000000001,3,5.1,0.3076923076923077,0.36497437095012963
20,0.3100000000000001,3,5.1,0.15384615384615385,0.33324089226726883
20,0.3200000000000001,3,5.1,0.9230769230769231,0.3753748941992101
20,0.3300000000000001,3,5.1,0.42857142857142855,0.36755516005668004
20,0.34000000000000014,3,5.1,0.7142857142857143,0.357748412178148
20,0.35000000000000014,3,5.1,0.4,0.378188874898121
20,0.36000000000000015,3,5.1,1.1666666666666667,0.38412952863907207
20,0.37000000000000016,3,5.1,0.14285714285714285,0.3642524213237354
20,0.38000000000000017,3,5.1,0.16666666666666666,0.33568982253093643
20,0.3900000000000002,3,5.1,1.0769230769230769,0.376536686933274
20,0.4000000000000002,3,5.1,0.16666666666666666,0.34705218171068014
20,0.4100000000000002,3,5.1,0.46153846153846156,0.3325566128150554
20,0.4200000000000002,3,5.1,1.2857142857142858,0.3807872121654722
20,0.4300000000000002,3,5.1,1.0,0.37915932409740877
20,0.4400000000000002,3,5.1,0.8333333333333334,0.3624669516552115
20,0.45000000000000023,3,5.1,0.9230769230769231,0.35748116224321613
20,0.46000000000000024,3,5.1,0.18181818181818182,0.35541622093543573
20,0.47000000000000025,3,5.1,0.6153846153846154,0.37037466137061015
20,0.48000000000000026,3,5.1,0.3333333333333333,0.3608313610464151
20,0.49000000000000027,3,5.1,0.6153846153846154,0.3570261105946343
20,0.5000000000000002,3,5.1,0.9230769230769231,0.3550755961925256
20,0.5100000000000002,3,5.1,0.15384615384615385,0.36018710648806795
20,0.5200000000000002,3,5.1,2.1538461538461537,0.3634202278561995
20,0.5300000000000002,3,5.1,0.7272727272727273,0.34965758817477444
20,0.5400000000000003,3,5.1,0.36363636363636365,0.35440821852192655
20,0.5500000000000003,3,5.1,0.8,0.34711876350583504
20,0.5600000000000003,3,5.1,0.2857142857142857,0.3470409549548741
20,0.5700000000000003,3,5.1,0.7692307692307693,0.361642573730057
20,0.5800000000000003,3,5.1,0.8571428571428571,0.3977127863194487
20,0.5900000000000003,3,5.1,0.5714285714285714,0.3737113674289173
20,0.6000000000000003,3,5.1,0.9333333333333333,0.39132185783135215
20,0.6100000000000003,3,5.1,0.7142857142857143,0.38392125013468986
20,0.6200000000000003,3,5.1,0.2857142857142857,0.352172029851297
20,0.6300000000000003,3,5.1,0.42857142857142855,0.3586043848341544
20,0.6400000000000003,3,5.1,0.7272727272727273,0.3496683229147204
20,0.6500000000000004,3,5.1,0.5454545454545454,0.34599116689379045
20,0.6600000000000004,3,5.1,1.6,0.379098014556415
20,0.6700000000000004,3,5.1,1.1666666666666667,0.33922063819594245
20,0.6800000000000004,3,5.1,0.5333333333333333,0.34648147378551086
20,0.6900000000000004,3,5.1,0.5,0.3258733737165075
20,0.7000000000000004,3,5.1,0.5,0.33371351833617474
20,0.7100000000000004,3,5.1,1.8333333333333333,0.3739641587544469
20,0.7200000000000004,3,5.1,0.8571428571428571,0.36274622235782666
20,0.7300000000000004,3,5.1,0.9333333333333333,0.37833841382323785
20,0.7400000000000004,3,5.1,0.46153846153846156,0.3287216301936192
20,0.7500000000000004,3,5.1,0.6,0.32108209625828193
20,0.7600000000000005,3,5.1,0.5,0.3352377851177831
20,0.7700000000000005,3,5.1,0.7272727272727273,0.3483380371773616
20,0.7800000000000005,3,5.1,1.2307692307692308,0.3560675859483397
20,0.7900000000000005,3,5.1,0.6666666666666666,0.3745195249648487
20,0.8000000000000005,3,5.1,0.15384615384615385,0.3272538435414986
20,0.8100000000000005,3,5.1,0.46153846153846156,0.3512164770702904
20,0.8200000000000005,3,5.1,0.9230769230769231,0.35936862561344457
20,0.8300000000000005,3,5.1,0.9230769230769231,0.3481457764329416
20,0.8400000000000005,3,5.1,1.6666666666666667,0.3710090563567874
20,0.8500000000000005,3,5.1,0.7692307692307693,0.3565524319351334
20,0.8600000000000005,3,5.1,0.9230769230769231,0.34326747910176714
20,0.8700000000000006,3,5.1,1.1666666666666667,0.3683862771696576
20,0.8800000000000006,3,5.1,0.8571428571428571,0.36246624551547035
20,0.8900000000000006,3,5.1,0.4,0.3587679388432962
20,0.9000000000000006,3,5.1,0.5333333333333333,0.3650395223330223
20,0.9100000000000006,3,5.1,0.7272727272727273,0.35959365455791426
20,0.9200000000000006,3,5.1,0.46153846153846156,0.33441127725849557
20,0.9300000000000006,3,5.1,0.16666666666666666,0.36114293401682035
20,0.9400000000000006,3,5.1,0.46153846153846156,0.3658799612675089
20,0.9500000000000006,3,5.1,1.4285714285714286,0.37232193605639985
20,0.9600000000000006,3,5.1,0.7692307692307693,0.37054508107619155
20,0.9700000000000006,3,5.1,0.7142857142857143,0.383143676998075
20,0.9800000000000006,3,5.1,0.8333333333333334,0.35526715196924813
20,0.9900000000000007,3,5.1,0.6153846153846154,0.3658145384808612
20,1.0000000000000007,3,5.1,0.7272727272727273,0.32606057363946056
20,0.5,3,5.1,0.3333333333333333,0.33622532453952253
20,0.5,3,5.1,0.8,0.3787561669648868
20,0.5,3,5.1,0.5,0.37667027635258776
20,0.5,3,5.1,0.5,0.356782034432802
20,0.5,3,5.1,0.5,0.3476481512367553
20,0.5,3,5.1,0.7272727272727273,0.3437341033224438
20,0.5,3,5.1,1.0769230769230769,0.3673098531619168
20,0.5,3,5.1,1.0769230769230769,0.3732070981550651
20,0.5,3,5.1,1.1428571428571428,0.38300850488754073
20,0.5,3,5.1,1.8,0.3623002039185155
20,0.5,3,5.1,1.0769230769230769,0.38503023256932073
20,0.5,3,5.1,0.4,0.32423559506939514
20,0.5,3,5.1,0.9230769230769231,0.3789785874476214
20,0.5,3,5.1,0.9230769230769231,0.3361380352412975
20,0.5,3,5.1,1.3333333333333333,0.3721791339208644
20,0.5,3,5.1,0.42857142857142855,0.3612461378996686
20,0.5,3,5.1,0.18181818181818182,0.32624453517122304
20,0.5,3,5.1,0.8571428571428571,0.35055189457782815
20,0.5,3,5.1,0.9230769230769231,0.34530700719957913
20,0.5,3,5.1,1.6666666666666667,0.39458483955944373
20,0.5,3,5.1,0.3333333333333333,0.33422760271781354
20,0.5,3,5.1,0.7692307692307693,0.3654466600529346
20,0.5,3,5.1,0.16666666666666666,0.3332169715408011
20,0.5,3,5.1,1.0769230769230769,0.3664999969849754
20,0.5,3,5.1,0.36363636363636365,0.34400102817752787
20,0.5,3,5.1,0.46153846153846156,0.34140338731725245
20,0.5,3,5.1,0.5454545454545454,0.3506563467546923
20,0.5,3,5.1,0.7272727272727273,0.3573767836323385
20,0.5,3,5.1,1.5714285714285714,0.3950778268963212
20,0.5,3,5.1,0.9090909090909091,0.33458408293615066
20,0.5,3,5.1,0.8333333333333334,0.3524039149627095
20,0.5,3,5.1,0.8571428571428571,0.3641462660864038
20,0.5,3,5.1,0.375,0.3625359830842479
20,0.5,3,5.1,1.8461538461538463,0.3469367386738324
20,0.5,3,5.1,1.1428571428571428,0.3788788182367809
20,0.5,3,5.1,0.7692307692307693,0.3661304830341973
20,0.5,3,5.1,0.4,0.32040701550862466
20,0.5,3,5.1,1.4,0.3717160866023637
20,0.5,3,5.1,0.9411764705882353,0.36487559351931537
20,0.5,3,5.1,0.8,0.35222570884606197
20,0.5,3,5.1,0.42857142857142855,0.3417313528849074
20,0.5,3,5.1,0.18181818181818182,0.35189411132906273
20,0.5,3,5.1,0.42857142857142855,0.351653292620053
20,0.5,3,5.1,0.2857142857142857,0.37147334169537877
20,0.5,3,5.1,0.3076923076923077,0.3480727345225556
20,0.5,3,5.1,1.3333333333333333,0.36247380624376874
20,0.5,3,5.1,0.0,0.33551488520994577
20,0.5,3,5.1,0.9333333333333333,0.3837770587266142
20,0.5,3,5.1,1.1666666666666667,0.3756581163873973
20,0.5,3,5.1,0.375,0.32886092074531703
20,0.5,3,5.1,0.18181818181818182,0.3512165855384088
20,0.5,3,5.1,1.1428571428571428,0.3510402987625906
20,0.5,3,5.1,0.8571428571428571,0.36780003671436445
20,0.5,3,5.1,0.46153846153846156,0.32396101079445777
20,0.5,3,5.1,0.46153846153846156,0.3550791014126677
20,0.5,3,5.1,0.6666666666666666,0.3408133078611229
20,0.5,3,5.1,0.5,0.36586647773576675
20,0.5,3,5.1,0.0,0.1730959764766325
20,0.5,3,5.1,0.0,0.1625390375951183
20,0.5,3,5.1,0.0,0.1709482998454922
20,0.5,3,5.1,0.0,0.16587284842519742
20,0.5,3,5.1,0.0,0.158822097949236
20,0.5,3,5.1,0.0,0.17354078143851318
20,0.5,3,5.1,0.0,0.1760739928865529
20,0.5,3,5.1,0.0,0.16821643848552006
20,0.5,3,5.1,0.0,0.1646755315982945
20,0.5,3,5.1,0.0,0.15695726885962327
20,0.5,3,5.1,0.0,0.1649032712948305
20,0.5,3,5.1,0.0,0.16213512210978692
20,0.5,3,5.1,0.0,0.28933657649851646
20,0.5,3,5.1,0.14285714285714285,0.30785422657908645
20,0.5,3,5.1,0.3333333333333333,0.3015740444541145
20,0.5,3,5.1,0.0,0.2889664460410664
20,0.5,3,5.1,0.2857142857142857,0.3078887695159393
20,0.5,3,5.1,0.0,0.26906405982078047
20,0.5,3,5.1,0.0,0.2947928727881964
20,0.5,3,5.1,0.15384615384615385,0.2973834477661448
20,0.5,3,5.1,0.0,0.2796155903471427
20,0.5,3,5.1,0.0,0.28907605299039774
20,0.5,3,5.1,0.0,0.28321402401155266
20,0.5,3,5.1,0.42857142857142855,0.32353362372465616
20,0.5,3,5.1,0.0,0.2794282107492758
20,0.5,3,5.1,0.2857142857142857,0.298637908260609
20,0.5,3,5.1,0.5333333333333333,0.3178506287637641
20,0.5,3,5.1,0.75,0.3400974700346426
20,0.5,3,5.1,0.0,0.29003534379583595
20,0.5,3,5.1,0.0,0.2748259343453034
20,0.5,3,5.1,0.0,0.29247283903959226
20,0.5,3,5.1,0.0,0.2894268531777501
20,0.5,3,5.1,0.0,0.27286730241734314
20,0.5,3,5.1,0.3333333333333333,0.30825293641573415
20,0.5,3,5.1,0.0,0.29891242426948783
20,0.5,3,5.1,0.0,0.29647799092776056
20,0.5,3,5.1,0.0,0.27921105477422903
12,0.5,3,4.5,0.0,0.319277450305473
12,0.5,3,4.5,0.0,0.31823587922133817
12,0.5,3,4.5,0.0,0.29093439887742284
12,0.5,3,4.5,0.0,0.32148128795653447
12,0.5,3,4.5,0.0,0.2872677078863724
12,0.5,3,4.5,0.0,0.3139250434876242
12,0.5,3,4.5,0.0,0.30690931258451276
12,0.5,3,4.5,0.0,0.297806873499195
12,0.5,3,4.5,0.0,41.43049606266635
12,0.5,3,4.5,0.0,45.34796032451643
12,0.5,3,4.5,0.0,53.42100091095687
12,0.5,3,4.5,0.0,49.92149601233703
12,0.5,3,4.5,0.0,49.260277741580325
12,0.5,3,4.5,0.0,41.006834877091826
12,0.5,3,4.5,0.0,41.20830904494242
12,0.5,3,4.5,0.0,39.67127869038127
12,0.5,3,4.5,0.0,38.020443659787105
12,0.5,3,4.5,0.0,38.079061486042725
12,0.5,3,4.5,0.0,38.64576657497435
12,0.5,6,4.5,0.0,33.91878796161356
12,0.5,6,4.5,0.0,27.69536309350121
12,0.5,6,4.5,0.0,31.942707958999105
12,0.5,6,4.5,0.0,27.68125414324267
12,0.5,6,4.5,0.0,27.162613510433207
12,0.5,6,4.5,0.0,22.96642921535285
12,0.5,6,4.5,0.0,25.19030255635458
12,0.5,6,4.5,0.0,27.405393741538106
12,0.5,6,4.5,0.0,23.6603502613175
12,0.5,6,4.5,0.0,18.415934212765613
12,0.5,6,4.5,0.0,18.35166732675325
12,0.5,6,4.5,0,31.20812847752519
12,0.5,6,4.5,0,26.695535058824767
12,0.5,6,4.5,0,26.371468065143254
12,0.5,6,4.5,0,31.20746118698863
12,0.5,6,4.5,0,20.13077115972362
12,0.5,6,4.5,0,29.604753807942345
12,0.5,6,4.5,0,24.416362209016892
12,0.5,6,4.5,0,25.771901216414406
12,0.5,6,4.5,0,19.61315910406542
12,0.5,6,4.5,0,17.55039253151953
12,0.5,6,4.5,0,17.246059638112282
12,0.5,6,4.5,0,28.676867073043354
12,0.5,6,4.5,0,28.661402709514476
12,0.5,6,4.5,0,26.12985891435993
12,0.5,6,4.5,0,26.503001714345537
12,0.5,6,4.5,0,27.805068937868636
12,0.5,6,4.5,0,27.028041113505324
12,0.5,6,4.5,0,20.29929529153602
12,0.5,6,4.5,0,19.47015651660779
12,0.5,6,4.5,0,26.779556502721825
12,0.5,6,4.5,0,26.043080302768722
12,0.5,6,4.5,0,23.92862442775298
12,0.5,6,4.5,0,324.69488679374973
12,0.5,6,4.5,0,303.72744156887717
12,0.5,6,4.5,0,306.6789873742466
12,0.5,6,4.5,0,337.7377110958146
12,0.5,6,4.5,0,2748838.2844417705
12,0.5,6,4.5,0,2438524.2057152083
12,0.5,6,4.5,0,2184884.166845322
12,0.5,6,4.5,0,2741502.380293073
12,0.5,6,4.5,0,1509585.0570271248
12,0.5,6,4.5,0,2332970.6074606716
12,0.5,6,4.5,0,1968247.426438847
12,0.5,6,4.5,0,30320.626502119965
12,0.5,6,4.5,0,114931.78927193268
12,0.5,6,4.5,0,953141.432301767
12,0.5,6,4.5,0,880749.4997486556
12,0.5,6,4.5,0,11159.250360015936
12,0.5,6,4.5,0,899247.9783921905
12,0.5,6,4.5,0,56758.6619107248
12,0.5,6,4.5,0,4963.082970487773
12,0.5,6,4.5,0,241397.7709801222
12,0.5,6,4.5,0,153.78829709717138
12,0.5,6,4.5,0,51.43527573719849
12,0.5,6,4.5,0,25267.567004968718
12,0.5,6,4.5,0,4.506452344905084
12,0.5,6,4.5,0,948.7848716674038
12,0.5,6,4.5,0,7.26636047649983
12,0.5,6,4.5,0,823567.4999870354
12,0.5,6,4.5,0,296.6176239685162
12,0.5,6,4.5,0,248.0334890179446
12,0.5,6,4.5,0,324.6845756200837
12,0.5,6,4.5,0,222.12217362898843
12,0.5,6,4.5,0,236.74146762889814
12,0.5,6,4.5,0,134.90330284696373
12,0.5,6,4.5,0,325.67393843942114
12,0.5,6,4.5,0,148.55696895199927
12,0.5,6,4.5,0,138.4331445071545
12,0.5,6,4.5,0,81.95317547411551
12,0.5,6,4.5,0,67.91383608903848
12,0.5,6,4.5,0,18.697788095826755
12,0.5,6,4.5,0,139.32215012740707
12,0.5,6,4.5,0,14.123533578463165
12,0.5,6,4.5,0,402.977852280226
12,0.5,6,4.5,0,322.8312180752374
12,0.5,6,4.5,0,297.09563968998646
12,0.5,6,4.5,0,335.63449108550776
12,0.5,6,4.5,0,227.79665292729172
12,0.5,6,4.5,0,304.79230861539867
12,0.5,6,4.5,0,294.3190443746592
12,0.5,6,4.5,0,263.8005350622492
12,0.5,6,4.5,0,214.89227450988972
12,0.5,6,4.5,0,293.31935779662496
12,0.5,6,4.5,0,227.35016470945322
12,0.5,6,4.5,0,96.27371376657878
12,0.5,6,4.5,0,53.18651777649943
12,0.5,6,4.5,0,41.564494553763936
12,0.5,6,4.5,0,161.40754213588235
12,0.5,6,4.5,0,40.320547947615744
12,0.5,6,4.5,0,5.513900970986715
12,0.5,6,4.5,0,29.946426526343927
12,0.5,6,4.5,0,9.507526493349788
12,0.5,6,4.5,0,129.59186489724544
12,0.5,6,4.5,0,14.502388199911927
12,0.5,5,4.5,0,24723.00127439809
12,0.5,5,4.5,0,3036429.971630475
12,0.5,5,4.5,0,2625037.3893387453
12,0.5,5,4.5,0,2549138.3025223836
12,0.5,5,4.5,0,3878534.9578121644
12,0.5,5,4.5,0,3596183.790648054
12,0.5,5,4.5,0,1552907.6933318821
12,0.5,5,4.5,0,3416455.0988524966
12,0.5,5,4.5,0,3447688.4154592883
12,0.5,5,4.5,0,1926983.4415385604
12,0.5,5,4.5,0,572101.5925931856
12,0.5,5,4.5,0,505482.2708455354
12,0.5,5,4.5,0,1853980.5088500723
12,0.5,5,4.5,0,960181.2623125666
12,0.5,5,4.5,0,1438227.436496631
12,0.5,5,4.5,0,1893175.8313201808
12,0.5,5,4.5,0,390843.66282472626
12,0.5,5,4.5,0,123502.46643953146
12,0.5,5,4.5,0,612362.8856338471
12,0.5,5,4.5,0,505883.3383996798
12,0.5,5,4.5,0,27070.411066824436
12,0.5,5,4.5,0,8653.085762936906
12,0.5,5,4.5,0,1711098.8774357175
12,0.5,5,4.5,0,1918805.1478379571
12,0.5,6,4.5,0,4.318099998160805
12,0.5,6,4.5,0,3.452285641739977
12,0.5,6,4.5,0,2.993495383687523
12,0.5,6,4.5,0,3.208413782569429
12,0.5,6,4.5,0,2.299707397666874
12,0.5,6,4.5,0,2.2705146977113944
12,0.5,6,4.5,0,3.4479190612784607
12,0.5,6,4.5,0,4.061611377179351
12,0.5,6,4.5,0,3.695215022117889
12,0.5,6,4.5,0,2.388421035798331
12,0.5,6,4.5,0,0.3877205151228534
12,0.5,6,4.5,0,2.2477404619109653
12,0.5,6,4.5,0,2.3843798415108535
12,0.5,6,4.5,0,2.6343876295949364
12,0.5,6,4.5,0,1.4427331269101569
12,0.5,6,4.5,0,1.837113979832233
12,0.5,6,4.5,0,2.343812384227777
12,0.5,6,4.5,0,2.4545367814353365
12,0.5,6,4.5,0,2.7029015100510554
12,0.5,6,4.5,0,2.6690707970414267
12,0.5,6,4.5,0,3.6963100763358923
12,0.5,6,4.5,0,2.8206767688866536
12,0.5,6,4.5,0,3.602830195592272
12,0.5,6,4.5,0,2.993187779797217
12,0.5,6,4.5,0,2.5341648574844546
12,0.5,6,4.5,0,3.516326228815659
