12,0,0.5,6,0,0,541.9349481
12,0.02,0.5,6,0,0,655.0261895
12,0.04,0.5,6,0,0,282.4949113
12,0.06,0.5,6,0,0,314.4916509
12,0.08,0.5,6,0,0,122.3374503
12,0.1,0.5,6,0,0,9.987805639
12,0.12,0.5,6,0,0,43.30387634
12,0.14,0.5,6,0,0,10.73099102
12,0.16,0.5,6,0,0,2.021174997
12,0.18,0.5,6,0,0,7.526579864
12,0.2,0.5,6,0,0,42.84054853
12,0.22,0.5,6,0,0,1.569163774
12,0.24,0.5,6,0,0,6.800092867
12,0.26,0.5,6,0,0,8.71666989
12,0.28,0.5,6,0,0,0.901335838
12,0.3,0.5,6,0,0,0.627335982
12,0.32,0.5,6,0,0,0.574157784
12,0.34,0.5,6,0,0,0.484120918
12,0.36,0.5,6,0,0,0.426090389
12,0.38,0.5,6,0,0,6.835000078
12,0.4,0.5,6,0,0,3.31658594
12,0.42,0.5,6,0,0,0.323146173
12,0.44,0.5,6,0,0,0.249727608
12,0.46,0.5,6,0,0,0.218133294
12,0.48,0.5,6,0,0,0.206977085
